"entryID","submissionID","submitterID","marker","referenceDB","pipeline","sampleID","referenceDB_simplified","error_rate_tool","ASV.OTU","tax_assign_cat","otu_seq_comp_appr","tax_class_id_cutoff","tax_class_evalue","tax_class_query_cutoff","tax_class_collapse","screen_other","screen_explanation","PC1","PC2"
"MykleHoban_12S_12SAllFishDez2023_rainbowbridge_A","MykleHoban_12S_12SAllFishDez2023_rainbowbridge","MykleHoban","12S","12SAllFishDez2023","rainbowbridge","A","12SAllFishDez2023","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",0.145654302341118,-0.225281511509014
"MykleHoban_12S_12SAllFishDez2023_rainbowbridge_B","MykleHoban_12S_12SAllFishDez2023_rainbowbridge","MykleHoban","12S","12SAllFishDez2023","rainbowbridge","B","12SAllFishDez2023","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",0.0627558693511441,-0.220998289624562
"MykleHoban_12S_12SAllFishDez2023_rainbowbridge_C","MykleHoban_12S_12SAllFishDez2023_rainbowbridge","MykleHoban","12S","12SAllFishDez2023","rainbowbridge","C","12SAllFishDez2023","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",0.085332520295626,-0.249214804015654
"MykleHoban_16S_16SAllFishDez2023_rainbowbridge_A","MykleHoban_16S_16SAllFishDez2023_rainbowbridge","MykleHoban","16S","16SAllFishDez2023","rainbowbridge","A","16SAllFishDez2023","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",0.288445751406505,-0.00797870237538977
"MykleHoban_16S_16SAllFishDez2023_rainbowbridge_B","MykleHoban_16S_16SAllFishDez2023_rainbowbridge","MykleHoban","16S","16SAllFishDez2023","rainbowbridge","B","16SAllFishDez2023","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",0.312740412877798,0.000729947105414714
"MykleHoban_16S_16SAllFishDez2023_rainbowbridge_C","MykleHoban_16S_16SAllFishDez2023_rainbowbridge","MykleHoban","16S","16SAllFishDez2023","rainbowbridge","C","16SAllFishDez2023","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",0.320019833253348,-0.0038089748965925
"MykleHoban_COI_COIMetazoa_rainbowbridge_A","MykleHoban_COI_COIMetazoa_rainbowbridge","MykleHoban","COI","COIMetazoa","rainbowbridge","A","COIMetazoa","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",-0.422931797278086,0.0760390032522745
"MykleHoban_COI_COIMetazoa_rainbowbridge_B","MykleHoban_COI_COIMetazoa_rainbowbridge","MykleHoban","COI","COIMetazoa","rainbowbridge","B","COIMetazoa","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",-0.43699752562383,0.0813972181546955
"MykleHoban_COI_COIMetazoa_rainbowbridge_C","MykleHoban_COI_COIMetazoa_rainbowbridge","MykleHoban","COI","COIMetazoa","rainbowbridge","C","COIMetazoa","vsearch","OTU","sequence similarity","blastn",75,0.001,90,"LCA",NA,"",-0.447385537527064,0.0563074747395691
"OnurDogan_COI_MIDORI2_APSCALE_A","OnurDogan_COI_MIDORI2_APSCALE","OnurDogan","COI","MIDORI2","APSCALE","A","MIDORI2","vsearch","OTU","sequence similarity","BOLDIGGER3",97,NA,NA,"LULU",NA,"",-0.449009225023174,0.133752757254208
"OnurDogan_COI_MIDORI2_APSCALE_B","OnurDogan_COI_MIDORI2_APSCALE","OnurDogan","COI","MIDORI2","APSCALE","B","MIDORI2","vsearch","OTU","sequence similarity","BOLDIGGER3",97,NA,NA,"LULU",NA,"",-0.442705319678392,0.118105270670315
"OnurDogan_COI_MIDORI2_APSCALE_C","OnurDogan_COI_MIDORI2_APSCALE","OnurDogan","COI","MIDORI2","APSCALE","C","MIDORI2","vsearch","OTU","sequence similarity","BOLDIGGER3",97,NA,NA,"LULU",NA,"",-0.434977639674292,0.10358720948453
"OnurDogan_COI_MIDORI2_APSCALEwithCuration_A","OnurDogan_COI_MIDORI2_APSCALEwithCuration","OnurDogan","COI","MIDORI2","APSCALEwithCuration","A","MIDORI2","vsearch","OTU","sequence similarity","BOLDIGGER3",97,NA,NA,"LULU","YES","Filtered results manually to get final list?",-0.525929329775225,0.0768660103070766
"OnurDogan_COI_MIDORI2_APSCALEwithCuration_B","OnurDogan_COI_MIDORI2_APSCALEwithCuration","OnurDogan","COI","MIDORI2","APSCALEwithCuration","B","MIDORI2","vsearch","OTU","sequence similarity","BOLDIGGER3",97,NA,NA,"LULU","YES","Filtered results manually to get final list?",-0.519869321001516,0.0733673979720151
"OnurDogan_COI_MIDORI2_APSCALEwithCuration_C","OnurDogan_COI_MIDORI2_APSCALEwithCuration","OnurDogan","COI","MIDORI2","APSCALEwithCuration","C","MIDORI2","vsearch","OTU","sequence similarity","BOLDIGGER3",97,NA,NA,"LULU","YES","Filtered results manually to get final list?",-0.506118999903817,0.0649323837261326
"PilarCabezas_12S_12SAllFishDez2023_pMiFishcurated_A","PilarCabezas_12S_12SAllFishDez2023_pMiFishcurated","PilarCabezas","12S","12SAllFishDez2023","pMiFishcurated","A","12SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",0.140671900081617,-0.205890224001089
"PilarCabezas_12S_12SAllFishDez2023_pMiFishcurated_B","PilarCabezas_12S_12SAllFishDez2023_pMiFishcurated","PilarCabezas","12S","12SAllFishDez2023","pMiFishcurated","B","12SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",0.0677636450453107,-0.208164136436506
"PilarCabezas_12S_12SAllFishDez2023_pMiFishcurated_C","PilarCabezas_12S_12SAllFishDez2023_pMiFishcurated","PilarCabezas","12S","12SAllFishDez2023","pMiFishcurated","C","12SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",0.0956638090442501,-0.231771991541767
"PilarCabezas_12S_12SAllFishDez2023_pMiFishnoCuration_A","PilarCabezas_12S_12SAllFishDez2023_pMiFishnoCuration","PilarCabezas","12S","12SAllFishDez2023","pMiFishnoCuration","A","12SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,0.0982096671193037,-0.31781079327856
"PilarCabezas_12S_12SAllFishDez2023_pMiFishnoCuration_B","PilarCabezas_12S_12SAllFishDez2023_pMiFishnoCuration","PilarCabezas","12S","12SAllFishDez2023","pMiFishnoCuration","B","12SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,0.0513048147042095,-0.313914425386277
"PilarCabezas_12S_12SAllFishDez2023_pMiFishnoCuration_C","PilarCabezas_12S_12SAllFishDez2023_pMiFishnoCuration","PilarCabezas","12S","12SAllFishDez2023","pMiFishnoCuration","C","12SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,0.0695150846919041,-0.343280199828593
"PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated_A","PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated","PilarCabezas","16S","16SAllFishDez2023","pMiFishcurated","A","16SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",0.292094780083678,-0.0233967005391394
"PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated_B","PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated","PilarCabezas","16S","16SAllFishDez2023","pMiFishcurated","B","16SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",0.30431293897906,-0.0249454264134953
"PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated_C","PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated","PilarCabezas","16S","16SAllFishDez2023","pMiFishcurated","C","16SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",0.322478783914552,-0.0345129054310776
"PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration_A","PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration","PilarCabezas","16S","16SAllFishDez2023","pMiFishnoCuration","A","16SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,0.215091664460434,-0.151338593599454
"PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration_B","PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration","PilarCabezas","16S","16SAllFishDez2023","pMiFishnoCuration","B","16SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,0.221306841443813,-0.166530350112758
"PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration_C","PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration","PilarCabezas","16S","16SAllFishDez2023","pMiFishnoCuration","C","16SAllFishDez2023","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,0.229835220788726,-0.166539293922591
"PilarCabezas_COI_COIMetazoa_pMiFishcurated_A","PilarCabezas_COI_COIMetazoa_pMiFishcurated","PilarCabezas","COI","COIMetazoa","pMiFishcurated","A","COIMetazoa","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",-0.398191681984309,0.105048015398677
"PilarCabezas_COI_COIMetazoa_pMiFishcurated_B","PilarCabezas_COI_COIMetazoa_pMiFishcurated","PilarCabezas","COI","COIMetazoa","pMiFishcurated","B","COIMetazoa","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",-0.416777947434785,0.0949487226495433
"PilarCabezas_COI_COIMetazoa_pMiFishcurated_C","PilarCabezas_COI_COIMetazoa_pMiFishcurated","PilarCabezas","COI","COIMetazoa","pMiFishcurated","C","COIMetazoa","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,"YES","Manually curated",-0.440270456547292,0.0816232717111451
"PilarCabezas_COI_COIMetazoa_pMiFishnoCuration_A","PilarCabezas_COI_COIMetazoa_pMiFishnoCuration","PilarCabezas","COI","COIMetazoa","pMiFishnoCuration","A","COIMetazoa","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,-0.374976722503085,0.106425239075312
"PilarCabezas_COI_COIMetazoa_pMiFishnoCuration_B","PilarCabezas_COI_COIMetazoa_pMiFishnoCuration","PilarCabezas","COI","COIMetazoa","pMiFishnoCuration","B","COIMetazoa","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,-0.39917505131684,0.104537966636438
"PilarCabezas_COI_COIMetazoa_pMiFishnoCuration_C","PilarCabezas_COI_COIMetazoa_pMiFishnoCuration","PilarCabezas","COI","COIMetazoa","pMiFishnoCuration","C","COIMetazoa","usearch","OTU","sequence similarity","usearch",80,NA,NA,NA,NA,NA,-0.429741883649336,0.0751038989867136
"SaaraSuominen_12S_12SAllFishDez2023_MetaWorksASV_A","SaaraSuominen_12S_12SAllFishDez2023_MetaWorksASV","SaaraSuominen","12S","12SAllFishDez2023","MetaWorksASV","A","12SAllFishDez2023","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.16230344982713,-0.379055502944023
"SaaraSuominen_12S_12SAllFishDez2023_MetaWorksASV_B","SaaraSuominen_12S_12SAllFishDez2023_MetaWorksASV","SaaraSuominen","12S","12SAllFishDez2023","MetaWorksASV","B","12SAllFishDez2023","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.166239335148572,-0.394560579137275
"SaaraSuominen_12S_12SAllFishDez2023_MetaWorksASV_C","SaaraSuominen_12S_12SAllFishDez2023_MetaWorksASV","SaaraSuominen","12S","12SAllFishDez2023","MetaWorksASV","C","12SAllFishDez2023","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.169063955467788,-0.395975498729197
"SaaraSuominen_12S_12SAllFishDez2023_MetaWorksOTU_A","SaaraSuominen_12S_12SAllFishDez2023_MetaWorksOTU","SaaraSuominen","12S","12SAllFishDez2023","MetaWorksOTU","A","12SAllFishDez2023","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0855896910081241,-0.24809594702298
"SaaraSuominen_12S_12SAllFishDez2023_MetaWorksOTU_B","SaaraSuominen_12S_12SAllFishDez2023_MetaWorksOTU","SaaraSuominen","12S","12SAllFishDez2023","MetaWorksOTU","B","12SAllFishDez2023","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0282997095468938,-0.253188204084784
"SaaraSuominen_12S_12SAllFishDez2023_MetaWorksOTU_C","SaaraSuominen_12S_12SAllFishDez2023_MetaWorksOTU","SaaraSuominen","12S","12SAllFishDez2023","MetaWorksOTU","C","12SAllFishDez2023","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0485752300548021,-0.284569906777305
"SaaraSuominen_12S_12SAllFishDez2023_PacMAN_A","SaaraSuominen_12S_12SAllFishDez2023_PacMAN","SaaraSuominen","12S","12SAllFishDez2023","PacMAN","A","12SAllFishDez2023","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.215600151856486,-0.418842000707178
"SaaraSuominen_12S_12SAllFishDez2023_PacMAN_B","SaaraSuominen_12S_12SAllFishDez2023_PacMAN","SaaraSuominen","12S","12SAllFishDez2023","PacMAN","B","12SAllFishDez2023","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.204851449339336,-0.415982869300839
"SaaraSuominen_12S_12SAllFishDez2023_PacMAN_C","SaaraSuominen_12S_12SAllFishDez2023_PacMAN","SaaraSuominen","12S","12SAllFishDez2023","PacMAN","C","12SAllFishDez2023","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.212894345782232,-0.422459588418261
"SaaraSuominen_12S_12SCRABSCustom_MetaWorksASV_A","SaaraSuominen_12S_12SCRABSCustom_MetaWorksASV","SaaraSuominen","12S","12SCRABSCustom","MetaWorksASV","A","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0971899514133774,-0.246983250501047
"SaaraSuominen_12S_12SCRABSCustom_MetaWorksASV_B","SaaraSuominen_12S_12SCRABSCustom_MetaWorksASV","SaaraSuominen","12S","12SCRABSCustom","MetaWorksASV","B","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0511823928070795,-0.268558998024166
"SaaraSuominen_12S_12SCRABSCustom_MetaWorksASV_C","SaaraSuominen_12S_12SCRABSCustom_MetaWorksASV","SaaraSuominen","12S","12SCRABSCustom","MetaWorksASV","C","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0695976075625657,-0.293195803595374
"SaaraSuominen_12S_12SCRABSCustom_MetaWorksOTU_A","SaaraSuominen_12S_12SCRABSCustom_MetaWorksOTU","SaaraSuominen","12S","12SCRABSCustom","MetaWorksOTU","A","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0855896910081241,-0.248095947022979
"SaaraSuominen_12S_12SCRABSCustom_MetaWorksOTU_B","SaaraSuominen_12S_12SCRABSCustom_MetaWorksOTU","SaaraSuominen","12S","12SCRABSCustom","MetaWorksOTU","B","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0282997095468938,-0.253188204084784
"SaaraSuominen_12S_12SCRABSCustom_MetaWorksOTU_C","SaaraSuominen_12S_12SCRABSCustom_MetaWorksOTU","SaaraSuominen","12S","12SCRABSCustom","MetaWorksOTU","C","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.0485752300548021,-0.284569906777305
"SaaraSuominen_12S_12SMifishncbint_PacMAN_A","SaaraSuominen_12S_12SMifishncbint_PacMAN","SaaraSuominen","12S","12SMifishncbint","PacMAN","A","12SMifishncbint","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.0828105768257651,-0.260369192202335
"SaaraSuominen_12S_12SMifishncbint_PacMAN_B","SaaraSuominen_12S_12SMifishncbint_PacMAN","SaaraSuominen","12S","12SMifishncbint","PacMAN","B","12SMifishncbint","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.0277600627667065,-0.265968313737356
"SaaraSuominen_12S_12SMifishncbint_PacMAN_C","SaaraSuominen_12S_12SMifishncbint_PacMAN","SaaraSuominen","12S","12SMifishncbint","PacMAN","C","12SMifishncbint","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.0530742422742857,-0.301165397901221
"SaaraSuominen_12S_TerrimporterFish_MetaWorksASV_A","SaaraSuominen_12S_TerrimporterFish_MetaWorksASV","SaaraSuominen","12S","TerrimporterFish","MetaWorksASV","A","TerrimporterFish","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.39840378100769,0.199902493619944
"SaaraSuominen_12S_TerrimporterFish_MetaWorksASV_B","SaaraSuominen_12S_TerrimporterFish_MetaWorksASV","SaaraSuominen","12S","TerrimporterFish","MetaWorksASV","B","TerrimporterFish","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.385843002641631,0.172228918361297
"SaaraSuominen_12S_TerrimporterFish_MetaWorksASV_C","SaaraSuominen_12S_TerrimporterFish_MetaWorksASV","SaaraSuominen","12S","TerrimporterFish","MetaWorksASV","C","TerrimporterFish","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.391491341230259,0.189684558751443
"SaaraSuominen_12S_TerrimporterFish_MetaWorksOTU_A","SaaraSuominen_12S_TerrimporterFish_MetaWorksOTU","SaaraSuominen","12S","TerrimporterFish","MetaWorksOTU","A","TerrimporterFish","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.402207159012692,0.182108605476577
"SaaraSuominen_12S_TerrimporterFish_MetaWorksOTU_B","SaaraSuominen_12S_TerrimporterFish_MetaWorksOTU","SaaraSuominen","12S","TerrimporterFish","MetaWorksOTU","B","TerrimporterFish","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.376496537910173,0.162612447327741
"SaaraSuominen_12S_TerrimporterFish_MetaWorksOTU_C","SaaraSuominen_12S_TerrimporterFish_MetaWorksOTU","SaaraSuominen","12S","TerrimporterFish","MetaWorksOTU","C","TerrimporterFish","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.383420967366824,0.175777481202272
"SaaraSuominen_12S_TerrimporterVert_MetaWorksASV_A","SaaraSuominen_12S_TerrimporterVert_MetaWorksASV","SaaraSuominen","12S","TerrimporterVert","MetaWorksASV","A","TerrimporterVert","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.278702936337919,-0.0820089584784487
"SaaraSuominen_12S_TerrimporterVert_MetaWorksASV_B","SaaraSuominen_12S_TerrimporterVert_MetaWorksASV","SaaraSuominen","12S","TerrimporterVert","MetaWorksASV","B","TerrimporterVert","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.258823637284046,-0.0887413581464703
"SaaraSuominen_12S_TerrimporterVert_MetaWorksASV_C","SaaraSuominen_12S_TerrimporterVert_MetaWorksASV","SaaraSuominen","12S","TerrimporterVert","MetaWorksASV","C","TerrimporterVert","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.274947744161261,-0.106958306475286
"SaaraSuominen_12S_TerrimporterVert_MetaWorksOTU_A","SaaraSuominen_12S_TerrimporterVert_MetaWorksOTU","SaaraSuominen","12S","TerrimporterVert","MetaWorksOTU","A","TerrimporterVert","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.278380136344376,-0.0767056195628627
"SaaraSuominen_12S_TerrimporterVert_MetaWorksOTU_B","SaaraSuominen_12S_TerrimporterVert_MetaWorksOTU","SaaraSuominen","12S","TerrimporterVert","MetaWorksOTU","B","TerrimporterVert","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.250151391652206,-0.0824438344379884
"SaaraSuominen_12S_TerrimporterVert_MetaWorksOTU_C","SaaraSuominen_12S_TerrimporterVert_MetaWorksOTU","SaaraSuominen","12S","TerrimporterVert","MetaWorksOTU","C","TerrimporterVert","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.26525681926851,-0.103847327737106
"SaaraSuominen_16S_16S-ncbi_PacMAN_A","SaaraSuominen_16S_16S-ncbi_PacMAN","SaaraSuominen","16S","16S-ncbi","PacMAN","A","NCBI","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.344677846158404,0.30794105111496
"SaaraSuominen_16S_16S-ncbi_PacMAN_B","SaaraSuominen_16S_16S-ncbi_PacMAN","SaaraSuominen","16S","16S-ncbi","PacMAN","B","NCBI","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.354513238488694,0.348109448142968
"SaaraSuominen_16S_16S-ncbi_PacMAN_C","SaaraSuominen_16S_16S-ncbi_PacMAN","SaaraSuominen","16S","16S-ncbi","PacMAN","C","NCBI","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.375947417126841,0.316016173383107
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV_A","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksASV","A","16SAllFishDez2023","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.29656572391642,0.310436014393076
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV_B","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksASV","B","16SAllFishDez2023","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.314044817270957,0.339965795329824
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV_C","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksASV","C","16SAllFishDez2023","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.313976193450585,0.337341006877581
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU_A","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksOTU","A","16SAllFishDez2023","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.288663457454918,0.305374021121817
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU_B","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksOTU","B","16SAllFishDez2023","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.315581290733161,0.335181607398657
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU_C","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksOTU","C","16SAllFishDez2023","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.304623042573634,0.325877691205918
"SaaraSuominen_16S_16SAllFishDez2023_PacMAN_A","SaaraSuominen_16S_16SAllFishDez2023_PacMAN","SaaraSuominen","16S","16SAllFishDez2023","PacMAN","A","16SAllFishDez2023","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.297627393171961,0.262398643819139
"SaaraSuominen_16S_16SAllFishDez2023_PacMAN_B","SaaraSuominen_16S_16SAllFishDez2023_PacMAN","SaaraSuominen","16S","16SAllFishDez2023","PacMAN","B","16SAllFishDez2023","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.30778644312162,0.284116458050921
"SaaraSuominen_16S_16SAllFishDez2023_PacMAN_C","SaaraSuominen_16S_16SAllFishDez2023_PacMAN","SaaraSuominen","16S","16SAllFishDez2023","PacMAN","C","16SAllFishDez2023","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,0.32299377675471,0.272648113029244
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV_A","SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV","SaaraSuominen","16S","16SCRABSCustom","MetaWorksASV","A","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.340004323106734,0.321213827537396
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV_B","SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV","SaaraSuominen","16S","16SCRABSCustom","MetaWorksASV","B","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.354302854069655,0.356173916316217
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV_C","SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV","SaaraSuominen","16S","16SCRABSCustom","MetaWorksASV","C","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.370117763280245,0.340180931005822
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU_A","SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU","SaaraSuominen","16S","16SCRABSCustom","MetaWorksOTU","A","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.331086966008277,0.323610989772473
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU_B","SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU","SaaraSuominen","16S","16SCRABSCustom","MetaWorksOTU","B","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.353594591552454,0.359211277481122
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU_C","SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU","SaaraSuominen","16S","16SCRABSCustom","MetaWorksOTU","C","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,0.35697575221388,0.339189105970758
"SaaraSuominen_COI_COICRABSCustom_MetaWorksASV_A","SaaraSuominen_COI_COICRABSCustom_MetaWorksASV","SaaraSuominen","COI","COICRABSCustom","MetaWorksASV","A","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,-0.288132066425755,0.0231505410752688
"SaaraSuominen_COI_COICRABSCustom_MetaWorksASV_B","SaaraSuominen_COI_COICRABSCustom_MetaWorksASV","SaaraSuominen","COI","COICRABSCustom","MetaWorksASV","B","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,-0.313790870618594,0.0115233507745062
"SaaraSuominen_COI_COICRABSCustom_MetaWorksASV_C","SaaraSuominen_COI_COICRABSCustom_MetaWorksASV","SaaraSuominen","COI","COICRABSCustom","MetaWorksASV","C","NCBI","vsearch","ASV","sequence composition","rdp",NA,NA,NA,NA,NA,NA,-0.366003441512868,-0.0221116133639467
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering_A","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTUPseudogenefiltering","A","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,"YES","pseudogene removal",-0.333970277962939,0.0579022362159375
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering_B","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTUPseudogenefiltering","B","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,"YES","pseudogene removal",-0.356392161934391,0.0455655396153581
